file_id,pseudo_speaker,cluster_size,corpus_guess
clip_02771,spk_002,173,CREMA-D
clip_02772,spk_018,1197,TESS
clip_02774,spk_060,214,CREMA-D
clip_02775,spk_028,472,CREMA-D
clip_02776,spk_026,1537,TESS
clip_02777,spk_088,186,CREMA-D
clip_02778,spk_038,198,CREMA-D
clip_02779,spk_015,388,CREMA-D
clip_02780,spk_025,1495,TESS
clip_02781,spk_001,218,CREMA-D
clip_02782,spk_094,457,CREMA-D
clip_02784,spk_025,1495,TESS
clip_02785,spk_028,472,CREMA-D
clip_02787,spk_007,79,CREMA-D
clip_02790,spk_026,1537,TESS
clip_02793,spk_028,472,CREMA-D
clip_02794,spk_043,256,CREMA-D
clip_02795,spk_055,125,CREMA-D
clip_02797,spk_010,176,CREMA-D
clip_02798,spk_028,472,CREMA-D
clip_02799,spk_094,457,CREMA-D
clip_02800,spk_028,472,CREMA-D
clip_02801,spk_018,1197,TESS
clip_02802,spk_094,457,CREMA-D
clip_02803,spk_078,101,CREMA-D
clip_02804,spk_043,256,CREMA-D
clip_02805,spk_094,457,CREMA-D
clip_02807,spk_068,29,RAVDESS
clip_02808,spk_029,272,CREMA-D
clip_02809,spk_024,27,RAVDESS
clip_02812,spk_080,38,RAVDESS
clip_02813,spk_029,272,CREMA-D
clip_02814,spk_026,1537,TESS
clip_02815,spk_001,218,CREMA-D
clip_02816,spk_018,1197,TESS
clip_02817,spk_025,1495,TESS
clip_02818,spk_088,186,CREMA-D
clip_02820,spk_078,101,CREMA-D
clip_02821,spk_028,472,CREMA-D
clip_02822,spk_078,101,CREMA-D
clip_02823,spk_040,19,RAVDESS
clip_02824,spk_018,1197,TESS
clip_02825,spk_018,1197,TESS
clip_02826,spk_026,1537,TESS
clip_02827,spk_046,14,RAVDESS
clip_02828,spk_026,1537,TESS
clip_02829,spk_094,457,CREMA-D
clip_02830,spk_080,38,RAVDESS
clip_02831,spk_088,186,CREMA-D
clip_02834,spk_015,388,CREMA-D
clip_02835,spk_010,176,CREMA-D
clip_02836,spk_025,1495,TESS
clip_02837,spk_026,1537,TESS
clip_02839,spk_001,218,CREMA-D
clip_02840,spk_026,1537,TESS
clip_02841,spk_015,388,CREMA-D
clip_02843,spk_078,101,CREMA-D
clip_02844,spk_026,1537,TESS
clip_02845,spk_029,272,CREMA-D
clip_02846,spk_094,457,CREMA-D
clip_02847,spk_026,1537,TESS
clip_02848,spk_015,388,CREMA-D
clip_02849,spk_028,472,CREMA-D
clip_02850,spk_015,388,CREMA-D
clip_02851,spk_094,457,CREMA-D
clip_02852,spk_060,214,CREMA-D
clip_02853,spk_018,1197,TESS
clip_02854,spk_028,472,CREMA-D
clip_02855,spk_025,1495,TESS
clip_02857,spk_018,1197,TESS
clip_02858,spk_094,457,CREMA-D
clip_02860,spk_094,457,CREMA-D
clip_02861,spk_026,1537,TESS
clip_02862,spk_028,472,CREMA-D
clip_02863,spk_020,71,CREMA-D
clip_02864,spk_025,1495,TESS
clip_02865,spk_018,1197,TESS
clip_02866,spk_025,1495,TESS
clip_02867,spk_018,1197,TESS
clip_02869,spk_055,125,CREMA-D
clip_02870,spk_025,1495,TESS
clip_02871,spk_021,264,CREMA-D
clip_02872,spk_011,96,CREMA-D
clip_02873,spk_018,1197,TESS
clip_02874,spk_094,457,CREMA-D
clip_02875,spk_094,457,CREMA-D
clip_02876,spk_043,256,CREMA-D
clip_02877,spk_002,173,CREMA-D
clip_02878,spk_038,198,CREMA-D
clip_02879,spk_068,29,RAVDESS
clip_02880,spk_026,1537,TESS
clip_02881,spk_026,1537,TESS
clip_02882,spk_025,1495,TESS
clip_02883,spk_047,15,RAVDESS
clip_02884,spk_029,272,CREMA-D
clip_02885,spk_025,1495,TESS
clip_02886,spk_025,1495,TESS
clip_02887,spk_015,388,CREMA-D
clip_02888,spk_026,1537,TESS
clip_02889,spk_018,1197,TESS
clip_02890,spk_055,125,CREMA-D
clip_02891,spk_078,101,CREMA-D
clip_02892,spk_020,71,CREMA-D
clip_02893,spk_028,472,CREMA-D
clip_02894,spk_025,1495,TESS
clip_02895,spk_007,79,CREMA-D
clip_02896,spk_018,1197,TESS
clip_02897,spk_088,186,CREMA-D
clip_02898,spk_015,388,CREMA-D
clip_02899,spk_018,1197,TESS
clip_02900,spk_025,1495,TESS
clip_02901,spk_026,1537,TESS
clip_02902,spk_018,1197,TESS
clip_02904,spk_027,96,CREMA-D
clip_02905,spk_018,1197,TESS
clip_02906,spk_025,1495,TESS
clip_02907,spk_018,1197,TESS
clip_02908,spk_010,176,CREMA-D
clip_02909,spk_001,218,CREMA-D
clip_02910,spk_088,186,CREMA-D
clip_02911,spk_025,1495,TESS
clip_02912,spk_026,1537,TESS
clip_02913,spk_088,186,CREMA-D
clip_02914,spk_025,1495,TESS
clip_02916,spk_018,1197,TESS
clip_02917,spk_026,1537,TESS
clip_02918,spk_002,173,CREMA-D
clip_02920,spk_094,457,CREMA-D
clip_02921,spk_025,1495,TESS
clip_02922,spk_035,8,RAVDESS
clip_02924,spk_038,198,CREMA-D
clip_02925,spk_026,1537,TESS
clip_02927,spk_020,71,CREMA-D
clip_02928,spk_026,1537,TESS
clip_02929,spk_043,256,CREMA-D
clip_02930,spk_028,472,CREMA-D
clip_02933,spk_025,1495,TESS
clip_02934,spk_025,1495,TESS
clip_02936,spk_033,32,RAVDESS
clip_02937,spk_015,388,CREMA-D
clip_02938,spk_024,27,RAVDESS
clip_02939,spk_029,272,CREMA-D
clip_02940,spk_025,1495,TESS
clip_02941,spk_043,256,CREMA-D
clip_02942,spk_094,457,CREMA-D
clip_02943,spk_027,96,CREMA-D
clip_02944,spk_041,37,RAVDESS
clip_02946,spk_015,388,CREMA-D
clip_02948,spk_069,8,RAVDESS
clip_02949,spk_075,20,RAVDESS
clip_02950,spk_094,457,CREMA-D
clip_02951,spk_060,214,CREMA-D
clip_02952,spk_007,79,CREMA-D
clip_02953,spk_018,1197,TESS
clip_02954,spk_020,71,CREMA-D
clip_02955,spk_029,272,CREMA-D
clip_02956,spk_026,1537,TESS
clip_02957,spk_025,1495,TESS
clip_02958,spk_026,1537,TESS
clip_02959,spk_001,218,CREMA-D
clip_02960,spk_026,1537,TESS
clip_02962,spk_028,472,CREMA-D
clip_02963,spk_072,1,RAVDESS
clip_02964,spk_025,1495,TESS
clip_02965,spk_011,96,CREMA-D
clip_02966,spk_018,1197,TESS
clip_02968,spk_018,1197,TESS
clip_02969,spk_014,23,RAVDESS
clip_02970,spk_026,1537,TESS
clip_02971,spk_026,1537,TESS
clip_02972,spk_018,1197,TESS
clip_02974,spk_018,1197,TESS
clip_02975,spk_025,1495,TESS
clip_02976,spk_094,457,CREMA-D
clip_02977,spk_088,186,CREMA-D
clip_02978,spk_025,1495,TESS
clip_02979,spk_026,1537,TESS
clip_02980,spk_018,1197,TESS
clip_02982,spk_038,198,CREMA-D
clip_02983,spk_046,14,RAVDESS
clip_02984,spk_038,198,CREMA-D
clip_02987,spk_028,472,CREMA-D
clip_02988,spk_028,472,CREMA-D
clip_02989,spk_025,1495,TESS
clip_02990,spk_018,1197,TESS
clip_02991,spk_028,472,CREMA-D
clip_02992,spk_060,214,CREMA-D
clip_02994,spk_094,457,CREMA-D
clip_02995,spk_018,1197,TESS
clip_02996,spk_025,1495,TESS
clip_02997,spk_026,1537,TESS
clip_02998,spk_011,96,CREMA-D
clip_02999,spk_025,1495,TESS
clip_03000,spk_026,1537,TESS
clip_03002,spk_018,1197,TESS
clip_03003,spk_018,1197,TESS
clip_03004,spk_021,264,CREMA-D
clip_03005,spk_088,186,CREMA-D
clip_03006,spk_018,1197,TESS
clip_03007,spk_018,1197,TESS
clip_03008,spk_026,1537,TESS
clip_03009,spk_012,106,CREMA-D
clip_03010,spk_012,106,CREMA-D
clip_03012,spk_026,1537,TESS
clip_03013,spk_018,1197,TESS
clip_03014,spk_028,472,CREMA-D
clip_03015,spk_018,1197,TESS
clip_03016,spk_028,472,CREMA-D
clip_03018,spk_043,256,CREMA-D
clip_03020,spk_028,472,CREMA-D
clip_03022,spk_026,1537,TESS
clip_03023,spk_025,1495,TESS
clip_03024,spk_021,264,CREMA-D
clip_03028,spk_018,1197,TESS
clip_03029,spk_018,1197,TESS
clip_03030,spk_068,29,RAVDESS
clip_03032,spk_094,457,CREMA-D
clip_03033,spk_029,272,CREMA-D
clip_03034,spk_018,1197,TESS
clip_03035,spk_018,1197,TESS
clip_03036,spk_060,214,CREMA-D
clip_03037,spk_018,1197,TESS
clip_03038,spk_094,457,CREMA-D
clip_03039,spk_001,218,CREMA-D
clip_03040,spk_001,218,CREMA-D
clip_03042,spk_018,1197,TESS
clip_03043,spk_025,1495,TESS
clip_03044,spk_025,1495,TESS
clip_03046,spk_015,388,CREMA-D
clip_03047,spk_028,472,CREMA-D
clip_03048,spk_026,1537,TESS
clip_03050,spk_026,1537,TESS
clip_03052,spk_094,457,CREMA-D
clip_03053,spk_037,14,RAVDESS
clip_03055,spk_026,1537,TESS
clip_03056,spk_078,101,CREMA-D
clip_03057,spk_018,1197,TESS
clip_03058,spk_067,19,RAVDESS
clip_03060,spk_002,173,CREMA-D
clip_03061,spk_025,1495,TESS
clip_03062,spk_018,1197,TESS
clip_03063,spk_018,1197,TESS
clip_03064,spk_022,48,RAVDESS
clip_03065,spk_043,256,CREMA-D
clip_03067,spk_011,96,CREMA-D
clip_03068,spk_094,457,CREMA-D
clip_03069,spk_002,173,CREMA-D
clip_03070,spk_043,256,CREMA-D
clip_03071,spk_005,33,RAVDESS
clip_03072,spk_028,472,CREMA-D
clip_03073,spk_074,10,RAVDESS
clip_03074,spk_028,472,CREMA-D
clip_03075,spk_021,264,CREMA-D
clip_03076,spk_025,1495,TESS
clip_03077,spk_028,472,CREMA-D
clip_03078,spk_094,457,CREMA-D
clip_03079,spk_002,173,CREMA-D
clip_03081,spk_026,1537,TESS
clip_03082,spk_027,96,CREMA-D
clip_03083,spk_009,53,RAVDESS
clip_03084,spk_025,1495,TESS
clip_03085,spk_094,457,CREMA-D
clip_03086,spk_076,10,RAVDESS
clip_03087,spk_015,388,CREMA-D
clip_03088,spk_025,1495,TESS
clip_03090,spk_026,1537,TESS
clip_03093,spk_026,1537,TESS
clip_03094,spk_025,1495,TESS
clip_03095,spk_007,79,CREMA-D
clip_03097,spk_026,1537,TESS
clip_03099,spk_018,1197,TESS
clip_03101,spk_005,33,RAVDESS
clip_03102,spk_043,256,CREMA-D
clip_03103,spk_026,1537,TESS
clip_03104,spk_021,264,CREMA-D
clip_03105,spk_029,272,CREMA-D
clip_03106,spk_025,1495,TESS
clip_03108,spk_025,1495,TESS
clip_03109,spk_018,1197,TESS
clip_03110,spk_025,1495,TESS
clip_03111,spk_025,1495,TESS
clip_03112,spk_010,176,CREMA-D
clip_03113,spk_025,1495,TESS
clip_03114,spk_018,1197,TESS
clip_03116,spk_001,218,CREMA-D
clip_03117,spk_018,1197,TESS
clip_03118,spk_021,264,CREMA-D
clip_03120,spk_055,125,CREMA-D
clip_03123,spk_025,1495,TESS
clip_03125,spk_010,176,CREMA-D
clip_03126,spk_025,1495,TESS
clip_03127,spk_028,472,CREMA-D
clip_03128,spk_025,1495,TESS
clip_03129,spk_021,264,CREMA-D
clip_03130,spk_026,1537,TESS
clip_03131,spk_018,1197,TESS
clip_03132,spk_020,71,CREMA-D
clip_03133,spk_026,1537,TESS
clip_03135,spk_026,1537,TESS
clip_03136,spk_026,1537,TESS
clip_03137,spk_001,218,CREMA-D
clip_03138,spk_078,101,CREMA-D
clip_03139,spk_002,173,CREMA-D
clip_03140,spk_025,1495,TESS
clip_03141,spk_026,1537,TESS
clip_03142,spk_015,388,CREMA-D
clip_03143,spk_018,1197,TESS
clip_03144,spk_012,106,CREMA-D
clip_03145,spk_026,1537,TESS
clip_03147,spk_025,1495,TESS
clip_03148,spk_025,1495,TESS
clip_03149,spk_030,6,RAVDESS
clip_03152,spk_028,472,CREMA-D
clip_03153,spk_005,33,RAVDESS
clip_03154,spk_060,214,CREMA-D
clip_03155,spk_025,1495,TESS
clip_03156,spk_025,1495,TESS
clip_03157,spk_026,1537,TESS
clip_03158,spk_074,10,RAVDESS
clip_03160,spk_026,1537,TESS
clip_03161,spk_029,272,CREMA-D
clip_03162,spk_094,457,CREMA-D
clip_03164,spk_028,472,CREMA-D
clip_03165,spk_085,49,RAVDESS
clip_03166,spk_026,1537,TESS
clip_03167,spk_088,186,CREMA-D
clip_03168,spk_010,176,CREMA-D
clip_03169,spk_094,457,CREMA-D
clip_03170,spk_026,1537,TESS
clip_03171,spk_018,1197,TESS
clip_03173,spk_026,1537,TESS
clip_03174,spk_055,125,CREMA-D
clip_03175,spk_060,214,CREMA-D
clip_03176,spk_012,106,CREMA-D
clip_03177,spk_026,1537,TESS
clip_03178,spk_026,1537,TESS
clip_03180,spk_078,101,CREMA-D
clip_03181,spk_018,1197,TESS
clip_03182,spk_038,198,CREMA-D
clip_03183,spk_025,1495,TESS
clip_03184,spk_018,1197,TESS
clip_03185,spk_060,214,CREMA-D
clip_03187,spk_094,457,CREMA-D
clip_03188,spk_028,472,CREMA-D
clip_03190,spk_028,472,CREMA-D
clip_03191,spk_094,457,CREMA-D
clip_03192,spk_094,457,CREMA-D
clip_03193,spk_038,198,CREMA-D
clip_03194,spk_021,264,CREMA-D
clip_03196,spk_010,176,CREMA-D
clip_03197,spk_088,186,CREMA-D
clip_03198,spk_015,388,CREMA-D
clip_03200,spk_025,1495,TESS
clip_03201,spk_018,1197,TESS
clip_03202,spk_018,1197,TESS
clip_03203,spk_001,218,CREMA-D
clip_03205,spk_029,272,CREMA-D
clip_03206,spk_015,388,CREMA-D
clip_03207,spk_045,60,RAVDESS
clip_03208,spk_025,1495,TESS
clip_03209,spk_094,457,CREMA-D
clip_03210,spk_018,1197,TESS
clip_03211,spk_021,264,CREMA-D
clip_03212,spk_033,32,RAVDESS
clip_03213,spk_026,1537,TESS
clip_03214,spk_012,106,CREMA-D
clip_03215,spk_026,1537,TESS
clip_03216,spk_026,1537,TESS
clip_03217,spk_034,28,RAVDESS
clip_03218,spk_026,1537,TESS
clip_03219,spk_028,472,CREMA-D
clip_03220,spk_050,11,RAVDESS
clip_03221,spk_021,264,CREMA-D
clip_03222,spk_094,457,CREMA-D
clip_03223,spk_021,264,CREMA-D
clip_03224,spk_088,186,CREMA-D
clip_03226,spk_060,214,CREMA-D
clip_03227,spk_094,457,CREMA-D
clip_03228,spk_025,1495,TESS
clip_03229,spk_057,16,RAVDESS
clip_03230,spk_018,1197,TESS
clip_03231,spk_012,106,CREMA-D
clip_03232,spk_055,125,CREMA-D
clip_03234,spk_029,272,CREMA-D
clip_03235,spk_004,29,RAVDESS
clip_03236,spk_021,264,CREMA-D
clip_03238,spk_015,388,CREMA-D
clip_03239,spk_025,1495,TESS
clip_03240,spk_025,1495,TESS
clip_03242,spk_025,1495,TESS
clip_03243,spk_018,1197,TESS
clip_03244,spk_026,1537,TESS
clip_03245,spk_057,16,RAVDESS
clip_03246,spk_001,218,CREMA-D
clip_03247,spk_018,1197,TESS
clip_03248,spk_002,173,CREMA-D
clip_03249,spk_094,457,CREMA-D
clip_03250,spk_025,1495,TESS
clip_03251,spk_017,19,RAVDESS
clip_03252,spk_042,6,RAVDESS
clip_03254,spk_094,457,CREMA-D
clip_03255,spk_018,1197,TESS
clip_03256,spk_018,1197,TESS
clip_03257,spk_026,1537,TESS
clip_03259,spk_018,1197,TESS
clip_03260,spk_028,472,CREMA-D
clip_03261,spk_026,1537,TESS
clip_03262,spk_018,1197,TESS
clip_03263,spk_038,198,CREMA-D
clip_03265,spk_057,16,RAVDESS
clip_03266,spk_026,1537,TESS
clip_03267,spk_021,264,CREMA-D
clip_03270,spk_026,1537,TESS
clip_03271,spk_018,1197,TESS
clip_03272,spk_025,1495,TESS
clip_03276,spk_045,60,RAVDESS
clip_03277,spk_029,272,CREMA-D
clip_03278,spk_094,457,CREMA-D
clip_03279,spk_018,1197,TESS
clip_03280,spk_015,388,CREMA-D
clip_03281,spk_012,106,CREMA-D
clip_03282,spk_012,106,CREMA-D
clip_03283,spk_026,1537,TESS
clip_03284,spk_031,9,RAVDESS
clip_03285,spk_001,218,CREMA-D
clip_03286,spk_026,1537,TESS
clip_03287,spk_025,1495,TESS
clip_03289,spk_008,17,RAVDESS
clip_03290,spk_015,388,CREMA-D
clip_03291,spk_018,1197,TESS
clip_03292,spk_011,96,CREMA-D
clip_03294,spk_034,28,RAVDESS
clip_03295,spk_025,1495,TESS
clip_03296,spk_001,218,CREMA-D
clip_03297,spk_026,1537,TESS
clip_03298,spk_028,472,CREMA-D
clip_03300,spk_018,1197,TESS
clip_03301,spk_026,1537,TESS
clip_03302,spk_011,96,CREMA-D
clip_03303,spk_018,1197,TESS
clip_03304,spk_025,1495,TESS
clip_03305,spk_018,1197,TESS
clip_03307,spk_094,457,CREMA-D
clip_03310,spk_018,1197,TESS
clip_03311,spk_018,1197,TESS
clip_03315,spk_027,96,CREMA-D
clip_03317,spk_018,1197,TESS
clip_03318,spk_018,1197,TESS
clip_03320,spk_060,214,CREMA-D
clip_03321,spk_012,106,CREMA-D
clip_03322,spk_018,1197,TESS
clip_03323,spk_018,1197,TESS
clip_03324,spk_018,1197,TESS
clip_03325,spk_029,272,CREMA-D
clip_03327,spk_018,1197,TESS
clip_03328,spk_021,264,CREMA-D
clip_03329,spk_025,1495,TESS
clip_03330,spk_088,186,CREMA-D
clip_03331,spk_025,1495,TESS
clip_03332,spk_025,1495,TESS
clip_03333,spk_015,388,CREMA-D
clip_03334,spk_038,198,CREMA-D
clip_03335,spk_055,125,CREMA-D
clip_03337,spk_015,388,CREMA-D
clip_03339,spk_055,125,CREMA-D
clip_03340,spk_043,256,CREMA-D
clip_03341,spk_002,173,CREMA-D
clip_03342,spk_018,1197,TESS
clip_03343,spk_015,388,CREMA-D
clip_03344,spk_026,1537,TESS
clip_03345,spk_043,256,CREMA-D
clip_03346,spk_010,176,CREMA-D
clip_03347,spk_010,176,CREMA-D
clip_03348,spk_009,53,RAVDESS
clip_03349,spk_025,1495,TESS
clip_03350,spk_025,1495,TESS
clip_03351,spk_028,472,CREMA-D
clip_03352,spk_001,218,CREMA-D
clip_03353,spk_094,457,CREMA-D
clip_03354,spk_038,198,CREMA-D
clip_03355,spk_025,1495,TESS
clip_03356,spk_018,1197,TESS
clip_03357,spk_001,218,CREMA-D
clip_03358,spk_055,125,CREMA-D
clip_03359,spk_046,14,RAVDESS
clip_03361,spk_060,214,CREMA-D
clip_03362,spk_060,214,CREMA-D
clip_03363,spk_025,1495,TESS
clip_03364,spk_026,1537,TESS
clip_03365,spk_021,264,CREMA-D
clip_03366,spk_029,272,CREMA-D
clip_03367,spk_028,472,CREMA-D
clip_03369,spk_020,71,CREMA-D
clip_03370,spk_026,1537,TESS
clip_03371,spk_002,173,CREMA-D
clip_03372,spk_027,96,CREMA-D
clip_03373,spk_025,1495,TESS
clip_03374,spk_011,96,CREMA-D
clip_03376,spk_025,1495,TESS
clip_03377,spk_026,1537,TESS
clip_03378,spk_055,125,CREMA-D
clip_03379,spk_025,1495,TESS
clip_03380,spk_025,1495,TESS
clip_03381,spk_001,218,CREMA-D
clip_03382,spk_061,6,RAVDESS
clip_03383,spk_018,1197,TESS
clip_03384,spk_026,1537,TESS
clip_03385,spk_026,1537,TESS
clip_03386,spk_011,96,CREMA-D
clip_03389,spk_026,1537,TESS
clip_03390,spk_025,1495,TESS
clip_03391,spk_025,1495,TESS
clip_03392,spk_018,1197,TESS
clip_03393,spk_025,1495,TESS
clip_03394,spk_029,272,CREMA-D
clip_03396,spk_025,1495,TESS
clip_03397,spk_033,32,RAVDESS
clip_03398,spk_010,176,CREMA-D
clip_03399,spk_018,1197,TESS
clip_03401,spk_029,272,CREMA-D
clip_03402,spk_026,1537,TESS
clip_03403,spk_094,457,CREMA-D
clip_03405,spk_029,272,CREMA-D
clip_03406,spk_029,272,CREMA-D
clip_03407,spk_018,1197,TESS
clip_03408,spk_002,173,CREMA-D
clip_03409,spk_025,1495,TESS
clip_03410,spk_029,272,CREMA-D
clip_03411,spk_041,37,RAVDESS
clip_03412,spk_043,256,CREMA-D
clip_03413,spk_028,472,CREMA-D
clip_03415,spk_085,49,RAVDESS
clip_03416,spk_018,1197,TESS
clip_03418,spk_026,1537,TESS
clip_03419,spk_088,186,CREMA-D
clip_03420,spk_025,1495,TESS
clip_03421,spk_018,1197,TESS
clip_03422,spk_060,214,CREMA-D
clip_03423,spk_000,6,RAVDESS
clip_03425,spk_038,198,CREMA-D
clip_03426,spk_021,264,CREMA-D
clip_03427,spk_015,388,CREMA-D
clip_03428,spk_021,264,CREMA-D
clip_03429,spk_018,1197,TESS
clip_03430,spk_025,1495,TESS
clip_03432,spk_025,1495,TESS
clip_03433,spk_026,1537,TESS
clip_03434,spk_015,388,CREMA-D
clip_03435,spk_015,388,CREMA-D
clip_03436,spk_038,198,CREMA-D
clip_03437,spk_094,457,CREMA-D
clip_03438,spk_028,472,CREMA-D
clip_03439,spk_004,29,RAVDESS
clip_03440,spk_005,33,RAVDESS
clip_03441,spk_052,7,RAVDESS
clip_03442,spk_015,388,CREMA-D
clip_03445,spk_026,1537,TESS
clip_03446,spk_029,272,CREMA-D
clip_03447,spk_028,472,CREMA-D
clip_03448,spk_033,32,RAVDESS
clip_03449,spk_043,256,CREMA-D
clip_03451,spk_018,1197,TESS
clip_03452,spk_088,186,CREMA-D
clip_03454,spk_094,457,CREMA-D
clip_03455,spk_025,1495,TESS
clip_03456,spk_018,1197,TESS
clip_03457,spk_028,472,CREMA-D
clip_03459,spk_025,1495,TESS
clip_03460,spk_088,186,CREMA-D
clip_03461,spk_080,38,RAVDESS
clip_03462,spk_015,388,CREMA-D
clip_03463,spk_025,1495,TESS
clip_03464,spk_025,1495,TESS
clip_03465,spk_018,1197,TESS
clip_03466,spk_007,79,CREMA-D
clip_03468,spk_026,1537,TESS
clip_03471,spk_025,1495,TESS
clip_03472,spk_026,1537,TESS
clip_03473,spk_018,1197,TESS
clip_03474,spk_021,264,CREMA-D
clip_03475,spk_001,218,CREMA-D
clip_03477,spk_025,1495,TESS
clip_03479,spk_026,1537,TESS
clip_03480,spk_021,264,CREMA-D
clip_03481,spk_028,472,CREMA-D
clip_03482,spk_025,1495,TESS
clip_03483,spk_080,38,RAVDESS
clip_03484,spk_026,1537,TESS
clip_03485,spk_026,1537,TESS
clip_03486,spk_026,1537,TESS
clip_03487,spk_028,472,CREMA-D
clip_03488,spk_018,1197,TESS
clip_03489,spk_025,1495,TESS
clip_03490,spk_038,198,CREMA-D
clip_03491,spk_026,1537,TESS
clip_03493,spk_055,125,CREMA-D
clip_03494,spk_025,1495,TESS
clip_03496,spk_007,79,CREMA-D
clip_03497,spk_088,186,CREMA-D
clip_03498,spk_094,457,CREMA-D
clip_03499,spk_018,1197,TESS
clip_03500,spk_015,388,CREMA-D
clip_03501,spk_026,1537,TESS
clip_03502,spk_025,1495,TESS
clip_03504,spk_018,1197,TESS
clip_03505,spk_018,1197,TESS
clip_03506,spk_018,1197,TESS
clip_03507,spk_078,101,CREMA-D
clip_03508,spk_018,1197,TESS
clip_03509,spk_026,1537,TESS
clip_03510,spk_038,198,CREMA-D
clip_03511,spk_018,1197,TESS
clip_03512,spk_064,2,RAVDESS
clip_03513,spk_026,1537,TESS
clip_03514,spk_002,173,CREMA-D
clip_03515,spk_025,1495,TESS
clip_03516,spk_026,1537,TESS
clip_03517,spk_015,388,CREMA-D
clip_03518,spk_060,214,CREMA-D
clip_03519,spk_025,1495,TESS
clip_03520,spk_026,1537,TESS
clip_03521,spk_026,1537,TESS
clip_03523,spk_026,1537,TESS
clip_03524,spk_094,457,CREMA-D
clip_03525,spk_025,1495,TESS
clip_03526,spk_001,218,CREMA-D
clip_03528,spk_027,96,CREMA-D
clip_03529,spk_029,272,CREMA-D
clip_03530,spk_026,1537,TESS
clip_03532,spk_026,1537,TESS
clip_03533,spk_025,1495,TESS
clip_03534,spk_026,1537,TESS
clip_03535,spk_018,1197,TESS
clip_03536,spk_094,457,CREMA-D
clip_03538,spk_043,256,CREMA-D
clip_03539,spk_029,272,CREMA-D
clip_03540,spk_026,1537,TESS
clip_03541,spk_025,1495,TESS
clip_03542,spk_018,1197,TESS
clip_03543,spk_015,388,CREMA-D
clip_03544,spk_028,472,CREMA-D
clip_03545,spk_022,48,RAVDESS
clip_03546,spk_020,71,CREMA-D
clip_03547,spk_088,186,CREMA-D
clip_03548,spk_018,1197,TESS
clip_03549,spk_026,1537,TESS
clip_03550,spk_027,96,CREMA-D
clip_03551,spk_026,1537,TESS
clip_03553,spk_026,1537,TESS
clip_03554,spk_028,472,CREMA-D
clip_03555,spk_094,457,CREMA-D
clip_03557,spk_015,388,CREMA-D
clip_03558,spk_028,472,CREMA-D
clip_03560,spk_018,1197,TESS
clip_03561,spk_026,1537,TESS
clip_03563,spk_018,1197,TESS
clip_03564,spk_022,48,RAVDESS
clip_03565,spk_002,173,CREMA-D
clip_03568,spk_026,1537,TESS
clip_03569,spk_029,272,CREMA-D
clip_03570,spk_025,1495,TESS
clip_03571,spk_015,388,CREMA-D
clip_03572,spk_012,106,CREMA-D
clip_03573,spk_018,1197,TESS
clip_03574,spk_028,472,CREMA-D
clip_03575,spk_015,388,CREMA-D
clip_03576,spk_028,472,CREMA-D
clip_03579,spk_018,1197,TESS
clip_03580,spk_043,256,CREMA-D
clip_03581,spk_026,1537,TESS
clip_03583,spk_027,96,CREMA-D
clip_03584,spk_038,198,CREMA-D
clip_03585,spk_060,214,CREMA-D
clip_03586,spk_025,1495,TESS
clip_03587,spk_026,1537,TESS
clip_03588,spk_026,1537,TESS
clip_03589,spk_018,1197,TESS
clip_03590,spk_025,1495,TESS
clip_03591,spk_012,106,CREMA-D
clip_03592,spk_018,1197,TESS
clip_03594,spk_043,256,CREMA-D
clip_03595,spk_078,101,CREMA-D
clip_03596,spk_025,1495,TESS
clip_03597,spk_025,1495,TESS
clip_03598,spk_078,101,CREMA-D
clip_03599,spk_026,1537,TESS
clip_03600,spk_028,472,CREMA-D
clip_03601,spk_060,214,CREMA-D
clip_03602,spk_027,96,CREMA-D
clip_03605,spk_043,256,CREMA-D
clip_03607,spk_026,1537,TESS
clip_03608,spk_026,1537,TESS
clip_03610,spk_025,1495,TESS
clip_03611,spk_026,1537,TESS
clip_03612,spk_026,1537,TESS
clip_03613,spk_021,264,CREMA-D
clip_03614,spk_029,272,CREMA-D
clip_03615,spk_025,1495,TESS
clip_03617,spk_028,472,CREMA-D
clip_03618,spk_068,29,RAVDESS
clip_03619,spk_025,1495,TESS
clip_03620,spk_002,173,CREMA-D
clip_03622,spk_029,272,CREMA-D
clip_03623,spk_043,256,CREMA-D
clip_03624,spk_026,1537,TESS
clip_03625,spk_043,256,CREMA-D
clip_03626,spk_025,1495,TESS
clip_03627,spk_088,186,CREMA-D
clip_03628,spk_025,1495,TESS
clip_03629,spk_001,218,CREMA-D
clip_03631,spk_043,256,CREMA-D
clip_03632,spk_055,125,CREMA-D
clip_03633,spk_060,214,CREMA-D
clip_03634,spk_068,29,RAVDESS
clip_03635,spk_004,29,RAVDESS
clip_03636,spk_018,1197,TESS
clip_03637,spk_041,37,RAVDESS
clip_03638,spk_025,1495,TESS
clip_03639,spk_094,457,CREMA-D
clip_03640,spk_012,106,CREMA-D
clip_03641,spk_045,60,RAVDESS
clip_03642,spk_078,101,CREMA-D
clip_03643,spk_001,218,CREMA-D
clip_03644,spk_018,1197,TESS
clip_03645,spk_045,60,RAVDESS
clip_03646,spk_088,186,CREMA-D
clip_03647,spk_026,1537,TESS
clip_03648,spk_018,1197,TESS
clip_03649,spk_026,1537,TESS
clip_03650,spk_015,388,CREMA-D
