id,text,dialect
4289,وبتشوف ناس اخدوا بعض تقليدي حياتهم رضيه وعيشه مستوره وناس تقليدي وتتمنى الموت اجاها قبل هالورطه اللي وقعت فيها مرات الواحد بياخد الأمان لو كان بيعرف مين اللي جاي وفي ناس عندها الأمان انو مابيعرف مين اللي جاي انداريي,3
4290,يعطيكي العافيه يا عروس,0
4291,تتعمقوش بالعلاقات كتير خليك خفيف الظل بأي علاقه خارجيه خليك خفيف نظيف و ما تخلي حدا يحكي عليك,3
4292,و داومت اول يوم بالشغل بعد الافتتاح,0
4293,هو في اخت بتفضح اختها,2
4294,ليش هيك بتعمل,0
4295,عشان هيك لازم تعرفي اهم شي الراتب,2
4296,ارجعي على بيتك ما تعطيه فرصه يتمادى اكثر في الموضوع والا خبرتك بالموضوع قصدها تخرب بيناتكو حلي الموضوع بينك وبين جوزك بدون بهدله يمكن ان بعض الظن اثم,2
4297,قريدس طمبوره بكبر القمبوره,1
4298,كيف قلت للبنت هيك,0
4299,اذا صار اوسكار من بعد رح يضل سارق حقوق غيرو,1
4300,حكيت يمكن مجهزلي مفاجئه فبدي اضل هاديه و ع طبيعتي,3
4301,ما احلاك تروحش ارجع اطلع بستناك,3
4302,قررت تجيب خط جديد و تختبر ابو و اخلاقو وتشوف شو وضعو تبعتلو من الرقم الجديد انها وحده حابه تتعرف,3
4303,جيبيله بديل عشان ينساهم,2
4304,اي وحده عمرها فوق ال و مش متجوزه عانس خلصو عالذكور الله يكسرهن القزع,3
4305,الشخص المناسب في المكان المناسب غير هيك,1
4306,لا طبعا شو هذا الهبل قهوه وتمر فقط لا غير للاربعين امك هذه الله يرحمها العمي بقلبها حماتك همها كرشها وكرش صاحبتها اسمعي وهم عندك اول ما يفوتوا حطي صوره امك بايدك وضلي ادعيلها واترحمي عليها ولا تشاركيهم الحديث خالص خالص,2
4307,ببلد فلتان لا حدا بيراقب ولا حدا بيحاسب وكل كم شخص فاتحين على حسابن والبلد ماشي,1
4308,ايش عنا منتعلم خليلي قلب ك,1
4309,وبالنسبه للبيت كلور وكاز,2
4310,بئاش بد الئصه يعني زادت,1
4311,كمان محدا جاوب وقتا حسيت انو الي كان موجود راح و لازم اطلع فورا لان كنت ع وشك غيب عن الوعي,0
4312,صوتنا بالبنايه زعلت وفتت على غرفتي وتقاطعنا يومين وما رحت لعند باليوم التاني اجت هي زارتني واطمنت علي,0
4313,ليك شو بدي ئلك,0
4314,لا لا اكيد ما طلعنا رحله لا طبعا شو رحله,3
4315,وعلى راي المثل متعلق من عرقوبه ال يعرف عرقوبه يمنشني,1
4316,وطني مغبون ارضا شعبا وساسه,1
4317,بتحكو المبره مليانه وانا روحت اتبني حكولي ما عنا اطفال,2
4318,ما في شي بالدني بيستاهل تزعل عليه,1
4319,ايمن انا معك,2
4320,و ما كان عاجبها الوضع,0
4321,انا كنت اتدايق من هالنوعيه جدا بس بنتي طلعت منهم هه هه ف قررت اخليها عند عمتها او امي عشان ما تنقل ع حد,2
4322,ضليت ع هاي الحاله لحد ما ليلت و خلص بكرا الامتحان بس فش ولا نتفه ضمير دراسي ماينه علي اقوم ادرس,3
4323,حطييت منو وع طول اجا مفعولو,2
4324,بعدين البيت اغلب الاحيان مكركب انا ما بحب العجقه بحب وقت اتطلع ع بيتي لاقيه بيلمع لاقي كل شي مرتب و كل غرض بمطرحو امي هيك عودتني,0
4325,ليك ليك خليك هيك,1
4326,كانت عم تربط شعرها ولابسه قميص نوم وابتسمتلي ابتسامه غبيه,0
4327,شام فوتي تحممي ورح طلعلك الفستان يلا,0
4328,و لك مين بتوللع الد نيي كرمالو غ ير بنت الك ر مم يؤب رني الله,1
4329,وقفت طيب اختي فايته عالحمام بغسل وبجي لنطلع,0
4330,اما عالواقع كلها لسع حكي و معايرات و مداليات وبسطات وخوات,3
4331,وبجيتو عالبيت كانت امي تتركنا لحالنا و تكون حريصه انو نكون مبسوطين ورايقين,0
4332,المهم روحت عند اهلي و هيني بستنا موعد المحكمه مشان نتطلق,3
4333,عن تجربه اذا عملتي الوصفه ادعيلي بالخير,2
4334,لوقت ما مره وقعت بين كل الموظفين و على عيون بعض الادارين غابت عن الوعي و اجتمع الكل حواليها و صار تجمع كبير لان الشباب ما قدرو يقربو منها و يحملوها لانها صبيه و محجبه,0
4335,سماح انا لو ركبت تكسي او خليت اخوي يوصلني مش احسن بعدين ليش مش لابس البدله السودا الجديده ولا مش قد المقام احنا اه مهو مش عرس اختك لو عرس اختك كان اخدت معك بدلتين,3
4336,رد بنفس الطريقه مشان يقتنعو مو اكتر,0
4337,تضلكمش تكتبو هاي السنه في تصفيات و بدنا نمسح ناس و مش عارف ايش,3
4338,شغل الأغاني وعلالها عالأخيرر وصار يلف فيها وتأخرو للعصر بعدين نزلها عند البيت,0
4339,كلمه حق بقانون الانتخاب,1
4340,حلو كتير حضور الليله,1
4341,شو مهضوم يا علي كلنا منحبك,1
4342,مش كل المحلات اللي واحد بشارع واحد بتلاقي محل وكل طعمه غير عن التانيه بس بالاغلب كتير طيبه شاورما تبعتنا والاطيب اللي بعملها بالبيت روعه بتطلع,2
4343,عمرو ربنا ما راح يوقف معنا باشي لانه احنا مش مناح مع بعض,3
4344,فجأه مسج منها ع جروب فرنزاتي للأبد,3
4345,بس يعيني تعب كتير انك تطلعي حامل و ابنك عشر شهور ولسى بدو عنايه كتيير و بدك استراحه لنفسك و لزوجك لو ما طلعتي حامل روحي اعملى تنظيم حمل,2
4346,همه لو بعرفو رح يصير هيك كان اصلا ما تصاحبو ولا عرفو بعض بس النصيب,3
4347,عالبركه يا اهل الخير,1
4348,يا ريتني كنت معكم يمكن كنت دعوستو بسرمايتي,1
4349,شامه روحي انتي ماما انا بدي ضل هون ليصحى,0
4350,بإبقاء النازحين في اراضينا,1
4351,وبعدنا عم نفكر كيف نسكر قسط المدرسه وكيف نخصص ولادنا والوضع في تراجع مستمر,1
4352,ما في قول لسوزيزي الا الله يوفئك بحياتك الجديده,1
4353,لإنو اللي انكسر ما بتصلح,3
4354,ما فى الها علاج طبى عالفاضى بس فى علاج عربى وفى ناس متخصصه فيها وبتروح ان شاء الله,2
4355,الحلو لي صار انو ما في تقسيم طائفي بالتحركات كانو بس اصحاب الشياحنات وهيدا نقطه ايجابيه لازم نشوفها,1
4356,شامه لا تروح لحظه انا ما الي ايد بالموضوع,0
4357,طالعه من البك,0
4358,ام احكي شي بتعرفي وينها,0
4359,ممكن تكوني ظلماه بشي واحد انك ما وقفتي وحكيتي حاول يحكي معي قبل ما تتزوج اختك الله يكون بعونك ظلمتيه ولاما ظلمتيه انسي الك زوجك و ولادك ولو انا مكانك بعامله عادي زي زواج خواتي وهو الي خليه ينحرق لانه هو ماضي وانتهى,2
4360,باتجاه بلد خرجو نيزك طيب انا بدي حمام شو بعمل,1
4361,شوفه عينك ما كنت يعرف و انت ليش ما قلتلي انو بدك تتجوز مشان باركلك,0
4362,كنت فين يا حظ لما كنا متقردنين,3
4363,اخر اشي كنت اتوقعو اني الاقيهم حاطين صاحب الظل الطويل,3
4364,من خمس سنين غير ضرب وقتل وقصف,1
4365,لما امك تقولك شو رأيك ب فتحي ابن ابو ابراهيم تبع الموكيت والبرادي,3
4366,ع قد ما غر ف ال بي اليوم رح يوقفف والله,1
4367,علقه الها قول ما الها اخر,1
4368,اما هو رح يبكي كل يوم رح يتوجع كل يوم رح يموت الف مره كل يوم رح يتزكر كل يوم ليش حيضل الو نفس يعيش اصلا رح ترجع حياتو طبيعيه اصلا بقدر اكيد لأ,3
4369,شعب بدو يسكر طريق قدام الشعب وكأنوا بيتحقوا مطالب اذا صار هل شي,1
4370,باسم شو هل الإبداع,1
4371,خف علينا يا جامعه الدول العربيه,3
4372,لا تلتفتوا لشائعات اعداء التطعيم الخبراء يحذ رون من عوده الأمراض الخطيره,1
4373,خلي الكل يحبك و يفقدك و اللي بكرهك تفكرش فيه لانو بيكرهك لسبب اذا غيران ممتاز لانو في عندك اشي مميز و اذا مش طايقك مش مشكله الحياه ما بتوقف ع واحد,3
4374,مين اللي قالك اني بعتك و انت ليه صدقته ليه والله ح بك كل ع مري قولت ايه,1
4375,ممكن حجم الصنيه لو سمحتي,2
4376,حراميه ن يعني كل ن,1
4377,ميه الميه وبتقلل من رجولته فعلا,2
4378,ارتفعت حرارتها و اعطينها خافض حراره و كمادات بس ما كانت تنزل حرارتها قام ابي وقلي جهزيها لناخدها على العياده,0
